"congress","chamber","screen_name","bioguide_id","member","account_type","handle_type"
"115","House","REPHENSARLING","H001036","Jeb Hensarling","office","screen_name"
"115","House","JASONINTHEHOUSE","C001076","Jason Chaffetz","office","screen_name"
"115","House","REPKATHLEENRICE","R000602","Kathleen Rice","office","screen_name"
"115","House","REPFILEMONVELA","V000132","Filemon Vela","office","screen_name"
"115","House","REPSTEVECHABOT","C000266","Steve Chabot","office","screen_name"
"115","House","REPMARKPOCAN","P000607","Mark Pocan","office","screen_name"
"115","House","SPEAKERRYAN","R000570","Paul Ryan","office","screen_name"
"115","House","REPEVANJENKINS","J000297","Evan Jenkins","office","screen_name"
"115","House","JIMPRESSOFFICE","S000244","Jim Sensenbrenner","office","screen_name"
"115","House","REPFRANKLUCAS","L000491","Frank Lucas","office","screen_name"
"115","House","CONGPALAZZO","P000601","Steven Palazzo","office","screen_name"
"115","House","TEAMMOULTON","M001196","Seth Moulton","office","screen_name"
"115","House","REPPAULTONKO","T000469","Paul Tonko","office","screen_name"
"115","House","REPBOBGIBBS","G000563","Bob Gibbs","office","screen_name"
"115","House","DRNEALDUNNFL2","D000628","Neal Dunn","office","screen_name"
"115","House","REPANDYHARRISMD","H001052","Andy Harris","office","screen_name"
"115","House","REPKINZINGER","K000378","Adam Kinzinger","office","screen_name"
"115","House","REPBRIANHIGGINS","H001038","Brian Higgins","office","screen_name"
"115","House","REPJOHNCONYERS","C000714","John Conyers","office","screen_name"
"115","House","REPRAULGRIJALVA","G000551","Raul Grijalva","office","screen_name"
"115","House","TULSIPRESS","G000571","Tulsi Gabbard","office","screen_name"
"115","House","REPGUTIERREZ","G000535","Luis Gutiérrez","office","screen_name"
"115","House","REPTOMGRAVES","G000560","Tom Graves","office","screen_name"
"115","House","REPLYNNJENKINS","J000290","Lynn Jenkins","office","screen_name"
"115","House","REPTRENTKELLY","K000388","Trent Kelly","office","screen_name"
"115","House","REPTOMEMMER","E000294","Tom Emmer","office","screen_name"
"115","House","REPDONYOUNG","Y000033","Don Young","office","screen_name"
"115","House","REPDARRENSOTO","S001200","Darren Soto","office","screen_name"
"115","House","REPANTHONYBROWN","B001304","Anthony G. Brown","office","screen_name"
"115","House","REPRUTHERFORDFL","R000609","John Rutherford","office","screen_name"
"115","House","REPSCOTTTAYLOR","T000477","Scott Taylor","office","screen_name"
"115","House","REPCLAYHIGGINS","H001077","Clay Higgins","office","screen_name"
"115","House","REPMIKEJOHNSON","J000299","Mike Johnson","office","screen_name"
"115","House","REPMATTGAETZ","G000578","Matt Gaetz","office","screen_name"
"115","House","REPLOUCORREA","C001110","Lou Correa","office","screen_name"
"115","House","REPRONESTES","E000298","Ron Estes","office","screen_name"
"115","House","REPDEVINNUNES","N000181","Devin Nunes","office","screen_name"
"115","House","REPTOMGARRETT","G000580","Tom Garrett Jr.","office","screen_name"
"115","House","KARENHANDEL","H001078","Karen Handel","campaign","screen_name"
"115","House","GIANFORTE","G000584","Greg Gianforte","office","screen_name"
"115","House","JIMMYGOMEZCA","G000585","Jimmy Gomez","campaign","screen_name"
"115","House","RALPHNORMAN","N000190","Ralph Norman","campaign","screen_name"
"115","House","REPMAXINEWATERS","W000187","Maxine Waters","office","screen_name"
"115","House","REPGREGORYMEEKS","M001137","Gregory Meeks","office","screen_name"
"115","House","REPDAVIDKUSTOFF","K000392","David Kustoff","office","screen_name"
"115","House","CONORLAMBPA","L000588","Conor Lamb","campaign","screen_name"
"115","House","REPBLAINE","L000569","Blaine Luetkemeyer","office","screen_name"
"115","House","MIDAVETROTT","T000475","Dave Trott","office","screen_name"
"115","House","REPBROWNLEY","B001285","Julia Brownley","office","screen_name"
"115","Senators","DOUGJONES","J000300","Doug Jones","campaign","screen_name"
"115","Senators","TIMKAINE","K000384","Tim Kaine","office","screen_name"
"115","Senators","LINDSEYGRAHAMSC","G000359","Lindsey Graham","campaign","screen_name"
"115","Senators","SENBOOKER","B001288","Cory Booker","office","screen_name"
"115","Senators","SENKAMALAHARRIS","H001075","Kamala Harris","office","screen_name"
"115","Senators","SENORRINHATCH","H000338","Orrin Hatch","office","screen_name"
"115","Senators","SENSANDERS","S000033","Bernie Sanders","office","screen_name"
"115","Senators","SENTHOMTILLIS","T000476","Thom Tillis","office","screen_name"
"115","Senators","JERRYMORAN","M000934","Jerry Moran","office","screen_name"
"115","Senators","SENCAPITO","C001047","Shelley Moore Capito","office","screen_name"
"115","Senators","SENATORHASSAN","H001076","Maggie Hassan","office","screen_name"
"115","Senators","SENATORCARPER","C000174","Tom Carper","office","screen_name"
"115","Senators","MARTINHEINRICH","H001046","Martin Heinrich","office","screen_name"
"115","Senators","STEVEDAINES","D000618","Steve Daines","office","screen_name"
"115","Senators","SENTOOMEY","T000461","Pat Toomey","office","screen_name"
"115","Senators","SENTODDYOUNG","Y000064","Todd Young","office","screen_name"
"115","Senators","SENBILLNELSON","N000032","Bill Nelson","office","screen_name"
"115","Senators","SENJOHNBARRASSO","B001261","John Barrasso","office","screen_name"
"115","Senators","SENMURPHYOFFICE","M001169","Chris Murphy","office","screen_name"
"115","Senators","SENATORROUNDS","R000605","Mike Rounds","office","screen_name"
"115","Senators","MIKECRAPO","C000880","Mike Crapo","office","screen_name"
"115","Senators","SENJOHNTHUNE","T000250","John Thune","office","screen_name"
"115","Senators","SENJOHNMCCAIN","M000303","John McCain","office","screen_name"
"115","Senators","SENATORCOLLINS","C001035","Susan Collins","office","screen_name"
"115","Senators","PATTYMURRAY","M001111","Patty Murray","office","screen_name"
"115","Senators","SENFEINSTEIN","F000062","Dianne Feinstein","office","screen_name"
"115","Senators","MCCASKILLOFFICE","M001170","Claire McCaskill","office","screen_name"
"115","Senators","SENALEXANDER","A000360","Lamar Alexander","office","screen_name"
"115","Senators","SENJACKREED","R000122","Jack Reed","office","screen_name"
"115","Senators","CHUCKGRASSLEY","G000386","Chuck Grassley","office","screen_name"
"115","Senators","SENCORTEZMASTO","C001113","Catherine Cortez Masto","office","screen_name"
"115","Senators","SENPATROBERTS","R000307","Pat Roberts","office","screen_name"
"115","Senators","SENATORCARDIN","C000141","Ben Cardin","office","screen_name"
"115","Senators","SENDEANHELLER","H001041","Dean Heller","office","screen_name"
"115","Senators","RONWYDEN","W000779","Ron Wyden","office","screen_name"
"115","Senators","SENATORDURBIN","D000563","Dick Durbin","office","screen_name"
"115","Senators","SENATORSHAHEEN","S001181","Jeanne Shaheen","office","screen_name"
"115","Senators","SENDUCKWORTH","D000622","Tammy Duckworth","office","screen_name"
"115","Senators","SENWHITEHOUSE","W000802","Sheldon Whitehouse","office","screen_name"
"115","Senators","SENTOMCOTTON","C001095","Tom Cotton","office","screen_name"
"115","Senators","SENSHERRODBROWN","B000944","Sherrod Brown","office","screen_name"
"115","Senators","SENBOBCORKER","C001071","Bob Corker","office","screen_name"
"115","Senators","SENATORTOMUDALL","U000039","Tom Udall","office","screen_name"
"115","Senators","MCCONNELLPRESS","M000355","Mitch McConnell","office","screen_name"
"115","Senators","SENATORLANKFORD","L000575","James Lankford","office","screen_name"
"115","Senators","SENTEDCRUZ","C001098","Ted Cruz","office","screen_name"
"115","Senators","SENATORENZI","E000285","Mike Enzi","office","screen_name"
"115","Senators","SENGARYPETERS","P000595","Gary Peters","office","screen_name"
"115","Senators","JEFFFLAKE","F000444","Jeff Flake","office","screen_name"
"115","Senators","SENATORISAKSON","I000055","Johnny Isakson","office","screen_name"
"115","Senators","INHOFEPRESS","I000024","Jim Inhofe","office","screen_name"
"115","Senators","GRAHAMBLOG","G000359","Lindsey Graham","office","screen_name"
"115","Senators","SENRUBIOPRESS","R000595","Marco Rubio","office","screen_name"
"115","Senators","SENANGUSKING","K000383","Angus King","office","screen_name"
"115","Senators","SENGILLIBRAND","G000555","Kirsten Gillibrand","campaign","screen_name"
"115","Senators","SENBOBCASEY","C001070","Bob Casey Jr.","office","screen_name"
"115","Senators","CHRISVANHOLLEN","V000128","Chris Van Hollen","office","screen_name"
"115","Senators","SENTHADCOCHRAN","C000567","Thad Cochran","office","screen_name"
"115","Senators","SENATORBURR","B001135","Richard Burr","office","screen_name"
"115","Senators","SENROBPORTMAN","P000449","Rob Portman","office","screen_name"
"115","Senators","SENATORTESTER","T000464","Jon Tester","office","screen_name"
"115","Senators","SENATORMENENDEZ","M000639","Bob Menendez","office","screen_name"
"115","Senators","JOHNBOOZMAN","B001236","John Boozman","office","screen_name"
"115","Senators","MAZIEHIRONO","H001042","Mazie Hirono","office","screen_name"
"115","Senators","SEN_JOEMANCHIN","M001183","Joe Manchin","office","screen_name"
"115","Senators","SENATORFISCHER","F000463","Deb Fischer","office","screen_name"
"115","Senators","SENBENNETCO","B001267","Michael Bennet","office","prev_names"
"115","Senators","SENSTABENOW","S000770","Debbie Stabenow","office","screen_name"
"115","Senators","SENSASSE","S001197","Ben Sasse","office","screen_name"
"115","Senators","SENBRIANSCHATZ","S001194","Brian Schatz","office","screen_name"
"115","Senators","SENATORRISCH","R000584","Jim Risch","office","screen_name"
"115","Senators","SENMIKELEE","L000577","Mike Lee","office","screen_name"
"115","Senators","SENWARREN","W000817","Elizabeth Warren","office","screen_name"
"115","Senators","SENBLUMENTHAL","B001277","Richard Blumenthal","office","screen_name"
"115","Senators","SENDAVIDPERDUE","P000612","David Perdue","office","screen_name"
"115","Senators","SENFRANKEN","F000457","Al Franken","office","screen_name"
"115","Senators","BILLCASSIDY","C001075","Bill Cassidy","campaign","screen_name"
"115","Senators","SENCORYGARDNER","G000562","Cory Gardner","office","screen_name"
"115","Senators","LISAMURKOWSKI","M001153","Lisa Murkowski","office","screen_name"
"115","Senators","SENATORCANTWELL","C000127","Maria Cantwell","office","screen_name"
"115","Senators","SENATORBALDWIN","B001230","Tammy Baldwin","office","screen_name"
"115","Senators","SENDONNELLY","D000607","Joe Donnelly","office","screen_name"
"115","Senators","SENATORWICKER","W000437","Roger Wicker","office","screen_name"
"115","Senators","AMYKLOBUCHAR","K000367","Amy Klobuchar","campaign","screen_name"
"115","Senators","SENATORHEITKAMP","H001069","Heidi Heitkamp","office","screen_name"
"115","Senators","SENJONIERNST","E000295","Joni Ernst","office","screen_name"
"115","Senators","CHRISCOONS","C001088","Chris Coons","campaign","screen_name"
"115","Senators","MARKWARNER","W000805","Mark Warner","office","screen_name"
"115","Senators","JOHNCORNYN","C001056","John Cornyn","office","screen_name"
"115","Senators","SENRONJOHNSON","J000293","Ron Johnson","office","screen_name"
"115","Senators","SENATORLEAHY","L000174","Patrick Leahy","office","screen_name"
"115","Senators","SENSCHUMER","S000148","Chuck Schumer","office","screen_name"
"115","Senators","SENJOHNKENNEDY","K000393","John Kennedy","office","screen_name"
"115","Senators","SENJEFFMERKLEY","M001176","Jeff Merkley","office","screen_name"
"115","Senators","ROYBLUNT","B000575","Roy Blunt","office","screen_name"
"115","Senators","SENSHELBY","S000320","Richard Shelby","office","screen_name"
"115","Senators","SENJOHNHOEVEN","H001061","John Hoeven","office","screen_name"
"115","Senators","RANDPAUL","P000603","Rand Paul","office","screen_name"
"115","Senators","SENDANSULLIVAN","S001198","Dan Sullivan","office","screen_name"
"115","Senators","SENATORTIMSCOTT","S001184","Tim Scott","office","screen_name"
"115","Senators","SENMARKEY","M000133","Ed Markey","office","screen_name"
"116","House","REPDEVINNUNES","N000181","Devin Nunes","office","screen_name"
"116","House","ANGIECRAIGMN","C001119","Angie Craig","campaign","screen_name"
"116","House","BENRAYLUJAN","L000570","Ben Ray Lujan","campaign","screen_name"
"116","House","BRADYFORTEXAS","B000755","Kevin Brady","campaign","screen_name"
"116","House","CHIPROYTX","R000614","Chip Roy","campaign","screen_name"
"116","House","CHUCK4CONGRESS","F000459","Chuck Fleischmann","campaign","screen_name"
"116","House","CONGJOEWILSON","W000795","Joe Wilson","campaign","prev_names"
"116","House","LARSENRICK","L000560","Rick Larsen","campaign","screen_name"
"116","House","MARYGAYSCANLON","S001205","Mary Scanlon","campaign","screen_name"
"116","House","PALLONEFORNJ","P000034","Frank Pallone","campaign","screen_name"
"116","House","RESCHENTHALER","R000610","Guy Reschenthaler","campaign","screen_name"
"116","House","ELEANORNORTON","N000147","Eleanor Holmes Norton","office","screen_name"
"116","House","KILILI_SABLAN","S001177","Gregorio Sablan","office","screen_name"
"116","House","REPAMATA","R000600","Amata Coleman Radewagen","office","screen_name"
"116","House","REPJENNIFFER","G000582","Jenniffer Gonzalez","office","screen_name"
"116","House","REPROBBISHOP","B001250","Rob Bishop","office","screen_name"
"116","House","STACEYPLASKETT","P000610","Stacey Plaskett","office","screen_name"
"116","House","ANDY_LEVIN","L000592","Andy Levin","campaign","screen_name"
"116","House","ANNMCLANEKUSTER","K000382","Annie Kuster","campaign","screen_name"
"116","House","ARMSTRONG_ND","A000377","Kelly Armstrong","campaign","screen_name"
"116","House","AYANNAPRESSLEY","P000617","Ayanna Pressley","campaign","screen_name"
"116","House","BRIANFITZUSA","F000466","Brian Fitzpatrick","campaign","screen_name"
"116","House","CAROLYNBMALONEY","M000087","Carolyn Maloney","campaign","screen_name"
"116","House","CLYBURNSC06","C000537","Jim Clyburn","campaign","screen_name"
"116","House","CONGRESSMANJVD","V000133","Jeff Van Drew","office","screen_name"
"116","House","COOPFORCONGRESS","C000754","Jim Cooper","campaign","screen_name"
"116","House","DANCRENSHAWTX","C001120","Dan Crenshaw","campaign","screen_name"
"116","House","DANLIPINSKI","L000563","Dan Lipinski","campaign","screen_name"
"116","House","DAVEJOYCEOH14","J000295","David Joyce","campaign","screen_name"
"116","House","DAVIDKUSTOFF","K000392","David Kustoff","campaign","screen_name"
"116","House","DEBDINGELL","D000624","Debbie Dingell","campaign","screen_name"
"116","House","DELGADOFORNY19","D000630","Antonio Delgado","campaign","screen_name"
"116","House","DEREKKILMER","K000381","Derek Kilmer","campaign","screen_name"
"116","House","DONALD_MCEACHIN","M001200","Donald McEachin","campaign","screen_name"
"116","House","DONJBACON","B001298","Don Bacon","campaign","screen_name"
"116","House","DRMARKGREEN4TN","G000590","Mark Green","campaign","screen_name"
"116","House","DUNCAN4CONGRESS","D000615","Jeff Duncan","campaign","screen_name"
"116","House","DUSTYJOHNSON","J000301","Dusty Johnson","campaign","screen_name"
"116","House","ELAINELURIAVA","L000591","Elaine Luria","campaign","screen_name"
"116","House","ELECTCONNOLLY","C001078","Gerry Connolly","campaign","screen_name"
"116","House","ELISSASLOTKIN","S001208","Elissa Slotkin","campaign","screen_name"
"116","House","FLORES4CONGRESS","F000461","Bill Flores","campaign","screen_name"
"116","House","GODUTCHFORMD","R000576","Dutch Ruppersberger","campaign","screen_name"
"116","House","GREGFORMONTANA","G000584","Greg Gianforte","campaign","screen_name"
"116","House","GT_TEAMGT","T000467","Glenn Thompson","campaign","screen_name"
"116","House","GWEN4CONGRESS","M001160","Gwen Moore","campaign","screen_name"
"116","House","HIGGINS4WNY","H001038","Brian Higgins","campaign","screen_name"
"116","House","HORNFORCONGRESS","H001083","Kendra Horn","campaign","screen_name"
"116","House","ILHAN","O000173","Ilhan Omar","office","screen_name"
"116","House","JAIMEFORUSREP","H001056","Jaime Herrera Beutler","campaign","screen_name"
"116","House","JENNIFERWEXTON","W000825","Jennifer Wexton","campaign","screen_name"
"116","House","JIM_BANKS","B001299","Jim Banks","campaign","screen_name"
"116","House","JOECUNNINGHAMSC","C001122","Joe Cunningham","campaign","screen_name"
"116","House","JOHNROSEFORTN","R000612","John Rose","campaign","screen_name"
"116","House","JOSHGOTTHEIMER","G000583","Josh Gottheimer","campaign","screen_name"
"116","House","JOYCEBEATTY","B001281","Joyce Beatty","campaign","screen_name"
"116","House","JUDGEJOHNCARTER","C001051","John Carter","campaign","screen_name"
"116","House","KATHYCASTORFL","C001066","Kathy Castor","campaign","screen_name"
"116","House","KINDFORCONGRESS","K000188","Ron Kind","campaign","screen_name"
"116","House","LINDATSANCHEZ","S001156","Linda Sanchez","campaign","screen_name"
"116","House","LIZZIE4CONGRESS","F000468","Lizzie Fletcher","campaign","screen_name"
"116","House","STEVESCALISEGOP","S001176","Steve Scalise","campaign","screen_name"
"116","House","LLOYDSMUCKERPA","S001199","Lloyd Smucker","campaign","screen_name"
"116","House","LUETKEMEYERB","L000569","Blaine Luetkemeyer","campaign","screen_name"
"116","House","MARCVEASEY","V000131","Mark Veasey","campaign","screen_name"
"116","House","MARIODBCAMP","D000600","Mario Diaz-Balart","campaign","screen_name"
"116","House","MARKTAKANO","T000472","Mark Takano","campaign","screen_name"
"116","House","MCCAULFORTEXAS","M001157","Michael McCaul","campaign","screen_name"
"116","House","MCHENRYCAMPAIGN","M001156","Patrick McHenry","campaign","screen_name"
"116","House","MICHAELJCLOUD","C001115","Michael Cloud","campaign","screen_name"
"116","House","MIKEFORWI","G000579","Mike Gallagher","campaign","screen_name"
"116","House","MIKEROGERSCAMP","R000575","Mike Rogers","campaign","screen_name"
"116","House","MIKIESHERRILL","S001207","Mikie Sherrill","campaign","screen_name"
"116","House","MOONEYFORWV","M001195","Alex Mooney","campaign","screen_name"
"116","House","PAULTONKO","T000469","Paul Tonko","campaign","screen_name"
"116","House","PRAMILAJAYAPAL","J000298","Pramila Jayapal","campaign","screen_name"
"116","House","RALPHNORMAN","N000190","Ralph Norman","campaign","screen_name"
"116","House","RATCLIFFETX4","R000601","John Ratcliffe","campaign","screen_name"
"116","House","REELECTNYDIA","V000081","Nydia Velazquez","campaign","screen_name"
"116","House","REPALGREENTX","G000553","Al Green","office","screen_name"
"116","House","REPBALDERSON","B001306","Troy Balderson","office","screen_name"
"116","House","REPDEANPHILLIPS","P000616","Dean Phillips","office","screen_name"
"116","House","REPDEBHAALAND","H001080","Deb Haaland","office","screen_name"
"116","House","REPLYNCH","L000562","Stephen Lynch","campaign","screen_name"
"116","House","REPPETEOLSON","O000168","Pete Olson","office","screen_name"
"116","House","ROBBISHOPUT","B001250","Rob Bishop","campaign","screen_name"
"116","House","SPANBERGERVA07","S001209","Abigail Spanberger","campaign","screen_name"
"116","House","WILLIAMKEATING","K000375","Bill Keating","campaign","screen_name"
"116","House","ABRINDISINY","B001308","Anthony Brindisi","campaign","screen_name"
"116","House","CARTWRIGHTPA","C001090","Matt Cartwright","campaign","screen_name"
"116","House","JUDGECARTER","C001051","John Carter","office","screen_name"
"116","House","STEVECHABOT","C000266","Steve Chabot","campaign","screen_name"
"116","House","REPTIMMONS","T000480","William Timmons","office","screen_name"
"116","House","TCARDENAS","C001097","Tony Cardenas","campaign","screen_name"
"116","House","BRYANSTEIL","S001213","Bryan Steil","campaign","screen_name"
"116","House","REPFREDKELLER","K000395","Fred Keller","office","screen_name"
"116","House","LANCEGOODEN","G000589","Lance Gooden","campaign","screen_name"
"116","House","REPFINKENAUER","F000467","Abby Finkenauer","office","screen_name"
"116","House","REPCAROLMILLER","M001205","Carol Miller","office","screen_name"
"116","House","REPEDCASE","C001055","Ed Case","office","screen_name"
"116","House","REPJOHNJOYCE","J000302","John Joyce","office","screen_name"
"116","House","REPLUCYMCBATH","M001208","Lucy McBath","office","screen_name"
"116","House","REPCHUYGARCIA","G000586","Chuy Garcia","office","screen_name"
"116","House","REPKENDRAHORN","H001083","Kendra Horn","office","screen_name"
"116","House","REPCASTEN","C001117","Sean Casten","office","screen_name"
"116","House","REPDLESKO","L000589","Debbie Lesko","office","screen_name"
"116","House","REPWEXTON","W000825","Jennifer Wexton","office","screen_name"
"116","House","REPCLOUDTX","C001115","Michael Cloud","office","screen_name"
"116","House","REPAGONZALEZ","G000588","Anthony Gonzalez","office","screen_name"
"116","House","REPJOEMORELLE","M001206","Joseph Morelle","office","screen_name"
"116","House","REPCHRISPAPPAS","P000614","Chris Pappas","office","screen_name"
"116","House","REPKATIEHILL","H001087","Katie Hill","office","screen_name"
"116","House","REPSUSANWILD","W000826","Susan Wild","office","screen_name"
"116","House","REPBENCLINE","C001118","Ben Cline","office","screen_name"
"116","House","REPVANTAYLOR","T000479","Van Taylor","office","screen_name"
"116","House","REPBRYANSTEIL","S001213","Bryan Steil","office","screen_name"
"116","House","REPPETESTAUBER","S001212","Pete Stauber","office","screen_name"
"116","House","REPHALEYSTEVENS","S001215","Haley Stevens","office","screen_name"
"116","House","REPSLOTKIN","S001208","Elissa Slotkin","office","screen_name"
"116","House","REPMAXROSE","R000613","Max Rose","office","screen_name"
"116","House","REPJOENEGUSE","N000191","Joe Neguse","office","screen_name"
"116","House","REPANDYKIMNJ","K000394","Andy Kim","office","screen_name"
"116","House","REPRASHIDA","T000481","Rashida Tlaib","office","screen_name"
"116","House","REPLORITRAHAN","T000482","Lori Trahan","office","screen_name"
"116","House","REPCUNNINGHAM","C001122","Joe Cunningham","office","screen_name"
"116","House","REPANDYLEVIN","L000592","Andy Levin","office","screen_name"
"116","House","REPELAINELURIA","L000591","Elaine Luria","office","screen_name"
"116","House","REPKIMSCHRIER","S001216","Kim Schrier","office","screen_name"
"116","House","REPDELGADO","D000630","Antonio Delgado","office","screen_name"
"116","House","REPARMSTRONGND","A000377","Kelly Armstrong","office","screen_name"
"116","House","REPUNDERWOOD","U000040","Lauren Underwood","office","screen_name"
"116","House","REPDAVIDTRONE","T000483","David Trone","office","screen_name"
"116","House","REPPRESSLEY","P000617","Ayanna Pressley","office","screen_name"
"116","House","REPTORRESSMALL","T000484","Xochitl Torres Small","office","screen_name"
"116","House","REPJOSHHARDER","H001090","Josh Harder","office","screen_name"
"116","House","REPCINDYAXNE","A000378","Cindy Axne","office","screen_name"
"116","House","REPGREGSTANTON","S001211","Greg Stanton","office","screen_name"
"116","House","REPDANCRENSHAW","C001120","Dan Crenshaw","office","screen_name"
"116","House","REPBRINDISI","B001308","Anthony Brindisi","office","screen_name"
"116","House","DONNASHALALA","S001206","Donna Shalala","campaign","screen_name"
"116","House","SMURPHYCONGRESS","M001202","Stephanie Murphy","campaign","screen_name"
"116","House","REPMARSHALL","M001198","Roger Marshall","office","screen_name"
"116","House","REPJIMMYPANETTA","P000613","Jimmy Panetta","office","screen_name"
"116","House","REPDREWFERGUSON","F000465","Drew Ferguson","office","screen_name"
"116","House","REPOHALLERAN","O000171","Tom O'Halleran","office","screen_name"
"116","House","REPPAULMITCHELL","M001201","Paul Mitchell","office","screen_name"
"116","House","REPTREY","H001074","Trey Hollingsworth","office","screen_name"
"116","House","CONGRESSMANRAJA","K000391","Raja Krishnamoorthi","office","screen_name"
"116","House","REPJOSHG","G000583","Josh Gottheimer","office","screen_name"
"116","House","DRNEALDUNNFL2","D000628","Neal Dunn","office","screen_name"
"116","House","REPLOUCORREA","C001110","Lou Correa","office","screen_name"
"116","House","REPCHARLIECRIST","C001111","Charlie Crist","office","screen_name"
"116","House","REPJIMBANKS","B001299","Jim Banks","office","screen_name"
"116","House","REPCARBAJAL","C001112","Salud Carbajal","office","screen_name"
"116","House","REPARRINGTON","A000375","Jodey Arrington","office","screen_name"
"116","House","REPBRIANFITZ","F000466","Brian Fitzpatrick","office","screen_name"
"116","House","REPTOMSUOZZI","S001201","Thomas Suozzi","office","screen_name"
"116","House","REPBARRAGAN","B001300","Nanette Barragan","office","screen_name"
"116","House","REPESPAILLAT","E000297","Adriano Espaillat","office","screen_name"
"116","House","REPALLAWSONJR","L000586","Al Lawson","office","screen_name"
"116","House","REPGONZALEZ","G000581","Vicente Gonzalez","office","screen_name"
"116","House","REPMATTGAETZ","G000578","Matt Gaetz","office","screen_name"
"116","House","REPANTHONYBROWN","B001304","Anthony G. Brown","office","screen_name"
"116","House","REPRUTHERFORDFL","R000609","John Rutherford","office","screen_name"
"116","House","REPCLAYHIGGINS","H001077","Clay Higgins","office","screen_name"
"116","House","REPRONESTES","E000298","Ron Estes","office","screen_name"
"116","House","DRPAULGOSAR","G000565","Paul Gosar","campaign","screen_name"
"116","House","LAURENUNDERWOOD","U000040","Lauren Underwood","campaign","screen_name"
"116","House","REPRALPHNORMAN","N000190","Ralph Norman","office","screen_name"
"116","House","GREGPENCEIN","P000615","Greg Pence","campaign","screen_name"
"116","House","LORITRAHANMA","T000482","Lori Trahan","campaign","screen_name"
"116","House","VANDREWFORNJ","V000133","Jeff Van Drew","campaign","screen_name"
"116","House","SHARICEDAVIDS","D000629","Sharice Davids","campaign","screen_name"
"116","House","REPGUTHRIE","G000558","Brett Guthrie","office","screen_name"
"116","House","REPBYRNE","B001289","Bradley Byrne","office","screen_name"
"116","House","REPKCLARK","C001101","Katherine Clark","office","screen_name"
"116","House","REPJIMMYGOMEZ","G000585","Jimmy Gomez","office","screen_name"
"116","House","REPROBWOODALL","W000810","Rob Woodall","office","screen_name"
"116","House","REPHASTINGSFL","H000324","Alcee Hastings","office","screen_name"
"116","House","TOMOHALLERAN","O000171","Tom O'Halleran","campaign","screen_name"
"116","House","REPMOOLENAAR","M001194","John Moolenaar","office","screen_name"
"116","House","CHUYFORCONGRESS","G000586","Chuy Garcia","campaign","screen_name"
"116","House","USREPGARYPALMER","P000609","Gary Palmer","office","screen_name"
"116","House","REPLAWRENCE","L000581","Brenda Lawrence","office","screen_name"
"116","House","REPTOMEMMER","E000294","Tom Emmer","office","screen_name"
"116","House","REPADAMS","A000370","Alma Adams","office","screen_name"
"116","House","REPNEWHOUSE","N000189","Dan Newhouse","office","screen_name"
"116","House","REPFRENCHHILL","H001072","French Hill","office","screen_name"
"116","House","REPDONBEYER","B001292","Don Beyer","office","screen_name"
"116","House","REPABRAHAM","A000374","Ralph Abraham","office","screen_name"
"116","House","REPRICKALLEN","A000372","Rick W. Allen","office","screen_name"
"116","House","REPBOST","B001295","Mike Bost","office","screen_name"
"116","House","REPRUBENGALLEGO","G000574","Ruben Gallego","office","screen_name"
"116","House","REPDESAULNIER","D000623","Mark DeSaulnier","office","screen_name"
"116","House","REPBONNIE","W000822","Bonnie Watson Coleman","office","screen_name"
"116","House","REPKATHLEENRICE","R000602","Kathleen Rice","office","screen_name"
"116","House","CONGRESSMANHICE","H001071","Jody Hice","office","screen_name"
"116","House","REPPETEAGUILAR","A000371","Pete Aguilar","office","screen_name"
"116","House","REPTEDLIEU","L000582","Ted Lieu","office","screen_name"
"116","House","MAXINEWATERS","W000187","Maxine Waters","campaign","screen_name"
"116","House","BRIANMASTFL","M001199","Brian Mast","campaign","screen_name"
"116","House","REPTRENTKELLY","K000388","Trent Kelly","office","screen_name"
"116","House","VOTEFORTREY","H001074","Trey Hollingsworth","campaign","screen_name"
"116","House","LISABROCHESTER","B001303","Lisa Blunt Rochester","campaign","screen_name"
"116","House","GRESCHENTHALER","R000610","Guy Reschenthaler","office","screen_name"
"116","House","FRANCISROONEY","R000607","Francis Rooney","campaign","screen_name"
"116","House","MIKEJOHNSON","J000299","Mike Johnson","campaign","screen_name"
"116","House","GRACE4CONGRESS","N000179","Grace Napolitano","campaign","screen_name"
"116","House","REPBERA","B001287","Ami Bera","office","screen_name"
"116","House","REPANDYHARRISMD","H001052","Andy Harris","office","screen_name"
"116","House","REPTHOMASMASSIE","M001184","Thomas Massie","office","screen_name"
"116","House","RODNEYDAVIS","D000619","Rodney Davis","office","screen_name"
"116","House","REPLIPINSKI","L000563","Dan Lipinski","office","screen_name"
"116","House","REPMARKTAKANO","T000472","Mark Takano","office","screen_name"
"116","House","REPGRACEMENG","M001188","Grace Meng","office","screen_name"
"116","House","REPLOWENTHAL","L000579","Alan Lowenthal","office","screen_name"
"116","House","TXRANDY14","W000814","Randy Weber","office","screen_name"
"116","House","REPTOMRICE","R000597","Tom Rice","office","screen_name"
"116","House","REPANNIEKUSTER","K000382","Annie Kuster","office","screen_name"
"116","House","REPMULLIN","M001190","Markwayne Mullin","office","screen_name"
"116","House","TULSIPRESS","G000571","Tulsi Gabbard","office","screen_name"
"116","House","REPDENNYHECK","H001064","Denny Heck","office","screen_name"
"116","House","REPLAMALFA","L000578","Doug LaMalfa","office","screen_name"
